filename	umap_x	umap_y	tsne_x	tsne_y	x	y	mask_grid_x	mask_grid_y
19. 2006-07-19_073740_odd_coloured_frog_-_islington.jpg	42.804604	45.950184	-0.032548696	-14.0475235	42.804604	45.950184	9.191489361702128	53.9298245614035
35. photo_l.jpg	42.19804	42.00892	13.907981	-15.216235	42.19804	42.00892	13.276595744680854	21.36842105263158
97. allen_s_red_frog_s_1024x1024.jpg	44.38207	41.722942	-10.791074	-34.626965	44.38207	41.722942	30.638297872340427	17.298245614035086
7. 6blhtkg3la37q3nabrrtthr5k5_400.png	46.186256	42.40715	-19.169441	-10.278055	46.186256	42.40715	36.765957446808514	22.385964912280702
93. 71zqse-y91l._sx425_.jpg	46.42768	43.173306	-7.963792	28.20377	46.42768	43.173306	37.787234042553195	27.473684210526315
92. brown-striped-frog-00.jpg	43.390507	45.017662	-12.272346	15.869848	43.390507	45.017662	19.404255319148938	36.63157894736842
17. blackfrog.jpg	40.615475	44.090664	23.233295	11.437795	40.615475	44.090664	14.297872340425531	32.56140350877193
91. common_%20frog_cpt_%20philip_%20precey.jpg	40.01367	43.683228	28.656607	16.46362	40.01367	43.683228	10.212765957446809	28.49122807017544
48. green_frog_round_grande.jpg	42.680424	41.244366	23.300623	-8.336399	42.680424	41.244366	13.276595744680854	16.280701754385966
22. 41xsp5emxjl._sx425_.jpg	46.813793	41.687225	-18.983656	-21.795414	46.813793	41.687225	37.787234042553195	18.31578947368421
27. purple_frog_mating_by_nihal_jabin.jpg	46.999958	45.298485	-42.1668	-9.897851	46.999958	45.298485	36.765957446808514	36.63157894736842
52. frog2.jpg	43.77908	42.166687	5.7115626	-12.592567	43.77908	42.166687	27.574468085106382	23.403508771929822
14. western-banjo-frog-aussie-oc-tn.jpg	40.33225	43.71156	34.033092	4.2552466	40.33225	43.71156	12.255319148936172	30.52631578947368
64. frog.jpg	42.871765	41.198296	20.436295	-10.242821	42.871765	41.198296	46.97872340425532	38.666666666666664
70. claire-souter-green-tree-frog-6-bluethumb-a893.jpg	43.619255	42.12707	6.3157	-13.146184	43.619255	42.12707	26.55319148936171	23.403508771929822
53. purple-frog-western-ghats.jpg	47.423996	45.346844	-44.035526	-6.2477016	47.423996	45.346844	42.8936170212766	39.68421052631579
49. restaurant%2f500254%2frestaurant220160224101112.jpg	45.751053	44.245335	-31.837774	15.982425	45.751053	44.245335	32.68085106382979	31.54385964912281
15. maxresdefault.jpg	43.2298	44.760696	-8.887659	20.816362	43.2298	44.760696	19.404255319148938	35.6140350877193
83. 23903293-02c1-420d-9892619071234816_source.jpg	42.215797	41.93557	13.538643	-22.711023	42.215797	41.93557	10.212765957446809	18.31578947368421
71. s-l300.jpg	45.323555	43.232483	-24.190172	-31.519026	45.323555	43.232483	31.65957446808511	27.473684210526315
97. nasika-2016_sandeep-das.jpg	47.399628	45.403095	-46.936092	-6.311753	47.399628	45.403095	41.87234042553192	40.70175438596491
76. southern%20leopard%20frog_usfs.jpg	39.554874	43.552067	32.14692	11.599534	39.554874	43.552067	1.021276595744681	17.298245614035086
3. indian-purple-frog-01.jpg	47.53598	44.993484	-44.974495	-2.120206	47.53598	44.993484	42.8936170212766	36.63157894736842
46. b07iuf5.jpg	47.289234	45.612743	-39.95564	-5.1682067	47.289234	45.612743	41.87234042553192	44.771929824561404
97. download?force=true.jpg	42.42647	45.26153	0.29086673	23.03946	42.42647	45.26153	15.319148936170214	38.666666666666664
8. rlretqi.gif	39.77841	44.769924	39.80643	9.398724	39.77841	44.769924	6.127659574468086	49.85964912280702
57. happy-cute-green-frog-vector-id1042293644.jpg	45.95459	42.0583	-13.981692	-17.426836	45.95459	42.0583	35.74468085106383	20.350877192982455
96. 158d6c509bbb9039f67966fbd44aadfc.png	46.702557	42.820553	-25.166916	-1.4971741	46.702557	42.820553	40.851063829787236	25.438596491228065
68. blackfrog-web-logo.png	45.31426	40.66121	0.12533596	-29.972002	45.31426	40.66121	30.638297872340427	1.0175438596491229
56. amphibians_striped_marsh_frog.jpg	40.54761	43.36479	27.614325	4.6903877	40.54761	43.36479	11.23404255319149	27.473684210526315
72. 20%20yellow.jpg	42.5819	41.22323	17.860195	-16.514845	42.5819	41.22323	10.212765957446809	13.228070175438598
8. hqdefault.jpg	47.352726	44.700283	-45.395573	-0.75035834	47.352726	44.700283	40.851063829787236	27.473684210526315
87. la-gruta-morph-strawberry-poison-dart-frog.jpg	43.503773	45.98606	-0.1447141	9.657886	43.503773	45.98606	17.361702127659576	42.73684210526316
14. common_frog_black.jpg	39.845684	43.883896	35.387222	17.95003	39.845684	43.883896	9.191489361702128	30.52631578947368
49. 0_dd5d8c3f-4393-431d-8159-8886bafa6656.jpg	43.26206	41.2183	16.945316	-12.944144	43.26206	41.2183	30.638297872340427	10.175438596491228
30. photo-1416361604834-ae5e0faf3728?ixlib=rb-0.3.5&ixid=eyjhchbfawqiojeymdd9&s=0f7c45d531421dc09f848de925fc1b31&w=1000&q=80.jpg	41.065468	44.491375	18.839573	16.298454	41.065468	44.491375	14.297872340425531	36.63157894736842
22. 52910797-european-green-tree-frog-hyla-arborea-formerly-rana-arborea-isolated-on-white.jpg	42.803505	41.480618	19.527395	-8.603858	42.803505	41.480618	16.340425531914896	20.350877192982455
26. 418rocdzadl._sl500_ac_ss350_.jpg	46.939575	41.604885	-19.43911	-24.048449	46.939575	41.604885	39.829787234042556	9.157894736842104
14. sweet-purple-animal-cute-red-frog-amphibian-pink-toy-fun-figure-lurking-funny-macro-photography-frog-eyes-814679.jpg	46.08611	42.62392	-18.88247	-7.747247	46.08611	42.62392	35.74468085106383	23.403508771929822
39. coronatedtreefrog-001.jpg	44.14478	45.461853	-8.113873	6.2981224	44.14478	45.461853	24.510638297872344	36.63157894736842
41. 15480591-illustration-of-green-frog-on-a-white-background.jpg	46.144295	41.44698	-10.902204	-20.398756	46.144295	41.44698	36.765957446808514	8.140350877192983
9. nasikabatrachus-sahyadrensis_2.jpg	47.43191	45.480785	-44.69741	-5.084254	47.43191	45.480785	42.8936170212766	40.70175438596491
61. 8058835243_c64e727159_b.jpg	43.29633	46.141468	4.0424395	13.211151	43.29633	46.141468	15.319148936170214	46.807017543859644
25. dsc06861.jpg	43.09134	45.928608	7.443781	10.804425	43.09134	45.928608	15.319148936170214	44.771929824561404
50. atelopus-frog-clown-frog.jpg	42.915974	45.593338	-1.7695378	31.155512	42.915974	45.593338	16.340425531914896	42.73684210526316
50. colorful-blue-frog-dendrobates-tinctorius-isolated-picture-id911399562.jpg	41.806488	45.54282	7.788449	21.455027	41.806488	45.54282	8.170212765957448	50.87719298245613
69. poison-frogs-rr-feb-2017.jpg	43.83647	44.198177	-8.124023	1.1594545	43.83647	44.198177	23.48936170212766	31.54385964912281
41. frog-2495709_960_720.png	46.71715	42.733437	-27.561148	11.656453	46.71715	42.733437	40.851063829787236	24.421052631578945
31. banner-frog.png	46.08913	42.982883	-23.866287	-7.6316605	46.08913	42.982883	35.74468085106383	25.438596491228065
77. blue-poison-dart-frog-dendrobates-pumilio-brian-gratwicke.jpg	41.955013	45.44208	5.371532	20.77463	41.955013	45.44208	8.170212765957448	48.84210526315789
24. zptqp7dwfj4gz-xrsrp8bznegesogv_pmkytimycl98.jpg	47.38037	45.066265	-43.503895	0.06156892	47.38037	45.066265	41.87234042553192	36.63157894736842
6. green-frog.jpg	39.646748	44.5357	37.631283	10.991798	39.646748	44.5357	6.127659574468086	47.824561403508774
28. frogforum-27nov-prettypinktreefrogs-gerards.jpg	42.441994	43.11921	18.366528	-24.630793	42.441994	43.11921	17.361702127659576	28.49122807017544
95. frog-1.jpg	42.91328	41.563698	20.148827	-7.992757	42.91328	41.563698	17.361702127659576	20.350877192982455
29. be6347cea6d522eb4286a91ebed108ae.jpg	46.56063	45.50361	-34.73747	0.18002433	46.56063	45.50361	35.74468085106383	37.64912280701754
85. 3e0e713b00000578-4291242-image-a-1_1488926369269.jpg	43.949677	42.42129	3.9383335	-10.249943	43.949677	42.42129	27.574468085106382	24.421052631578945
87. purple-frog-chandigarh-sector-26-chandigarh-restaurants-3om5c6q.jpg	45.1222	44.084602	-4.7164707	-11.802905	45.1222	44.084602	29.617021276595743	30.52631578947368
15. 73c2311b89280653b00c63896dd5cefd.jpg	42.97026	45.406853	-1.2645937	30.619978	42.97026	45.406853	17.361702127659576	40.70175438596491
63. 1-hownamingpoi.jpg	44.617428	46.17684	-1.6470879	4.200827	44.617428	46.17684	27.574468085106382	37.64912280701754
4. 12882408-red-frog-as-a-symbol-of-the-environment-and-a-rebel-that-protectects-nature-from-pollution-and-envir.jpg	45.09447	43.45501	-10.536014	-10.007414	45.09447	43.45501	30.638297872340427	28.49122807017544
80. southern-brown-tree-frog-litoria-ewingii-wfmjpliniajs-wfvoxfurkxpv.png	40.6234	43.1325	27.088245	8.493964	40.6234	43.1325	8.170212765957448	21.36842105263158
17. brown-striped-frog-01.jpg	39.96841	43.624374	30.38576	11.077363	39.96841	43.624374	9.191489361702128	26.456140350877195
57. bluefrog.png	45.42928	43.026924	-26.399864	-9.610893	45.42928	43.026924	32.68085106382979	26.456140350877195
94. 3705626-brown-frog-rana-temporaria.jpg	40.016376	43.125416	30.343092	8.715971	40.016376	43.125416	5.1063829787234045	18.31578947368421
16. 1-red-poison-frog-dirk-ercken.jpg	44.46749	44.83441	-14.101454	8.156325	44.46749	44.83441	27.574468085106382	33.57894736842105
12. w-tnarg-litoriaewingi.jpg	40.47193	43.61732	33.37874	3.824919	40.47193	43.61732	12.255319148936172	28.49122807017544
100. 7167lygsfdl._sx425_.jpg	46.45653	42.62963	-20.997559	0.052476224	46.45653	42.62963	38.808510638297875	24.421052631578945
46. 070818_blue_frog02.jpg	39.60924	44.879536	40.587906	10.225329	39.60924	44.879536	6.127659574468086	50.87719298245613
94. image-20170323-4930-1rvlcpu.jpg	42.171	41.641354	25.751305	-4.359876	42.171	41.641354	8.170212765957448	16.280701754385966
72. purplefrog-peppermint-hanger-copy_1024x1024.jpg	46.31763	41.938198	-17.929129	-14.927577	46.31763	41.938198	36.765957446808514	19.333333333333332
82. mountainyellow-leggedfrog_adambacklin_usgs_fpwc.jpg	39.615963	44.68188	41.10371	17.026125	39.615963	44.68188	5.1063829787234045	49.85964912280702
93. 695d252efaa65c8fc728c93a84dca8da.jpg	43.87674	45.19388	-18.498486	17.23275	43.87674	45.19388	22.46808510638298	35.6140350877193
30. ranitomeya_ventrimaculata_french_guiana_yellow_b_josh_s_frogs.jpg	43.272984	46.130096	2.431542	11.731481	43.272984	46.130096	12.255319148936172	50.87719298245613
17. pink-frog-cartoon-vector-eps-vector_csp21179385.jpg	45.946438	41.426468	-7.8941483	-23.455688	45.946438	41.426468	34.72340425531915	8.140350877192983
44. purple-frog.jpg	47.44726	45.43993	-45.15995	-5.1912394	47.44726	45.43993	43.91489361702128	40.70175438596491
98. green_auratus.jpg	42.23374	42.743557	13.601745	0.17190996	42.23374	42.743557	16.340425531914896	26.456140350877195
94. 671_litoria_caerulea_05sm.vlarge.jpg	42.607655	41.264286	22.126604	-9.800901	42.607655	41.264286	9.191489361702128	15.26315789473684
89. dart-frog_crw_0085-2.jpg	42.45113	45.40568	0.2536397	21.070435	42.45113	45.40568	14.297872340425531	43.754385964912274
94. 81wko4o3bdl._sl1500_.jpg	46.772034	42.618816	-26.97174	-14.280566	46.772034	42.618816	41.87234042553192	24.421052631578945
26. 16066.ngsversion.1421960660677.adapt.1900.1.jpg	42.487415	44.04459	9.330482	7.034924	42.487415	44.04459	17.361702127659576	32.56140350877193
78. 500_f_105341480_0uqiyiq5o2orkf7bgmtcxq9qg7vpmzjc.jpg	45.38254	42.614464	-12.696284	-15.109957	45.38254	42.614464	32.68085106382979	23.403508771929822
75. lead_720_405.jpg	39.84959	43.618496	31.767282	19.624632	39.84959	43.618496	8.170212765957448	25.438596491228065
26. f00kzq4jhkuaw22.large.jpg	43.10596	42.617035	8.7139	-13.534018	43.10596	42.617035	22.46808510638298	26.456140350877195
40. lithobates-palustris1.jpg	39.415813	43.74541	32.357407	13.608183	39.415813	43.74541	7.148936170212766	26.456140350877195
